Group,Component,Category,Sequence ID,Test Case Type,Pairwise Config Profile,Pairwise Auto Generate Sub Test Case,Test Automation Configuration - Test Sets,Test Case ID,External Test Case ID,Name,Description,Sub Test Case Parameter,Owner,Subsystem Solution,Priority,Test Type,Test Level,Status,Automation,Test Environment,Test Procedures,Step Expected Result,Pre-Condition,Post-Condition,Execution Time,Test Script ID,Operating Systems,Platforms,RTM ID,Portfolio,Add Tags,Item Type,Project,Api ID,Ssh Wrapper Configuration - Ssh Wrapper Steps,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_VP9-10bit-P010-VME-M-003,,"VP9 10bit P010 VME Encoding - Format: VP9, Width: 1280, Height: 720, 10 bit",,--video_id GSTMSDK_ENC-VP9-10bit-P010-VME-003 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/Suzie_1280x720_P010.yuv num-buffers=300 ! videoparse width=1280 height=720 format=p010-10le ! msdkvp9enc ! filesink location=/tmp/GSTMSDK_ENC-VP9-10bit-P010-VME-003_output.vp9
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-VP9-10bit-P010-VME-003_output.vp9 ! msdkvp9dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939303,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_VP9-10bit-P010-VME-M-004,,"VP9 10bit P010 VME Encoding - Format: VP9, Width: 1920, Height: 1080, 10 bit",,--video_id GSTMSDK_ENC-VP9-10bit-P010-VME-004 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_12_1920x1080_P010.yuv num-buffers=300 ! videoparse width=1920 height=1080 format=p010-10le ! msdkvp9enc ! filesink location=/tmp/GSTMSDK_ENC-VP9-10bit-P010-VME-004_output.vp9
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-VP9-10bit-P010-VME-004_output.vp9 ! msdkvp9dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939303,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_ENC_VP9-10bit-Y410-VME,M,,No,Test Set 22,LIN_MEDIA-FGST_MSDK_ENC_VP9-10bit-Y410-VME-M,,GST MSDK Encoding VP9 10bit Y410 VME,To validate the fixed function hardware accelerated VP9 video encoding with specific resolution,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_03_640x480_Y410.yuv num-buffers=300 ! videoparse width=640 height=480 format=y410 ! msdkvp9enc ! filesink location=/tmp/GSTMSDK_ENC-VP9-10bit-Y410-VME-001_output.vp9
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-VP9-10bit-Y410-VME-001_output.vp9 ! msdkvp9dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 22,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_VP9-10bit-Y410-VME-M-001,,"VP9 10bit Y410 VME Encoding - Format: VP9, Width: 640, Height: 480, 10 bit",,--video_id GSTMSDK_ENC-VP9-10bit-Y410-VME-001 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_03_640x480_Y410.yuv num-buffers=300 ! videoparse width=640 height=480 format=y410 ! msdkvp9enc ! filesink location=/tmp/GSTMSDK_ENC-VP9-10bit-Y410-VME-001_output.vp9
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-VP9-10bit-Y410-VME-001_output.vp9 ! msdkvp9dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939304,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_VP9-10bit-Y410-VME-M-002,,"VP9 10bit Y410 VME Encoding - Format: VP9, Width: 800, Height: 600, 10 bit",,--video_id GSTMSDK_ENC-VP9-10bit-Y410-VME-002 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_06a_800x600_Y410.yuv num-buffers=300 ! videoparse width=800 height=600 format=y410 ! msdkvp9enc ! filesink location=/tmp/GSTMSDK_ENC-VP9-10bit-Y410-VME-002_output.vp9
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-VP9-10bit-Y410-VME-002_output.vp9 ! msdkvp9dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939304,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_VP9-10bit-Y410-VME-M-003,,"VP9 10bit Y410 VME Encoding - Format: VP9, Width: 1280, Height: 720, 10 bit",,--video_id GSTMSDK_ENC-VP9-10bit-Y410-VME-003 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/Suzie_1280x720_Y410.yuv num-buffers=300 ! videoparse width=1280 height=720 format=y410 ! msdkvp9enc ! filesink location=/tmp/GSTMSDK_ENC-VP9-10bit-Y410-VME-003_output.vp9
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-VP9-10bit-Y410-VME-003_output.vp9 ! msdkvp9dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939304,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_VP9-10bit-Y410-VME-M-004,,"VP9 10bit Y410 VME Encoding - Format: VP9, Width: 1920, Height: 1080, 10 bit",,--video_id GSTMSDK_ENC-VP9-10bit-Y410-VME-004 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_12_1920x1080_Y410.yuv num-buffers=300 ! videoparse width=1920 height=1080 format=y410 ! msdkvp9enc ! filesink location=/tmp/GSTMSDK_ENC-VP9-10bit-Y410-VME-004_output.vp9
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-VP9-10bit-Y410-VME-004_output.vp9 ! msdkvp9dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939304,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_H265_8bit_422_X11,M,,No,Test Set 23,LIN_MEDIA-FGST_MSDK_REN_H265_8bit_422_X11-M,,GST MSDK Rendering H265 8bit 422 X11,To validate the hardware accelerated decode of H265 for GST-MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 23,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_8bit_422_X11-M-001,,"H264 422 Video Rendering- Profile: Main@L4, Bitrate: 7MBPS, Framerate: 60 fps, Format: H264, Width: 1280, Height: 720",,--desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-422-001 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_Videos/422/Puppies_1280x720_7mbps_60fps_Main_at_L4_422.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939256,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_8bit_422_X11-M-002,,"H265 422 Video Rendering- Profile: Main@L4.1, Bitrate: 10MBPS, Framerate: 60 fps, Format: H265, Width: 1920, Height: 1080",,--desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-422-003 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_Videos/422/Fireworks_1920x1080_10mbps_60fps_Baseline_at_L4.1_422 ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939256,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_8bit_422_X11-M-003,,"H265 422 Video Rendering- Profile: Main@L4, Bitrate: 10MBPS, Framerate: 60 fps, Format: H265, Width: 2560, Height: 1400",,--desktop xterm_4k --video_id GSTMSDK_REN_TGL-H265-422-005 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_Videos/422/Skyfall_2560x1400_10mbps_60fps_Main_at_L4_422.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939256,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_8bit_422_X11-M-004,,"H265 422 Video Rendering- Profile: Main@L5.1, Bitrate: 15MBPS, Framerate: 60 fps, Format: H265, Width: 3840, Height: 2160",,--desktop xterm_4k --video_id GSTMSDK_REN_TGL-H265-422-006 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_Videos/422/HoneyBee_3840x2160_21mbps_30fps_High_at_L5.0_422.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939256,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_H265_8bit_444_X11,M,,No,Test Set 24,LIN_MEDIA-FGST_MSDK_REN_H265_8bit_444_X11-M,,GST MSDK Rendering H265 8bit 444 X11,To validate the hardware accelerated decode of H265 8-bit 444 for GST MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 24,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_8bit_444_X11-M-001,,"H265 444 Video Rendering- Profile: Main@L4, Bitrate: 7MBPS, Framerate: 60 fps, Format: H265, Width: 1280, Height: 720",,--desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-444-002 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_Videos/444/Puppies_1280x720_7mbps_60fps_Main_at_L4_444.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939257,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_8bit_444_X11-M-002,,"H265 444 Video Rendering- Profile: Main@L4.1, Bitrate: 10MBPS, Framerate: 60 fps, Format: H265, Width: 1920, Height: 1080",,--desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-444-004 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_Videos/444/Fireworks_1920x1080_10mbps_60fps_Baseline_at_L4.1_444.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939257,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_8bit_444_X11-M-003,,"H265 444 Video Rendering- Profile: Main@L4, Bitrate: 10MBPS, Framerate: 60 fps, Format: H265, Width: 2560, Height: 1400",,--desktop xterm_4k --video_id GSTMSDK_REN_TGL-H265-444-006 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_Videos/444/Skyfall_2560x1400_10mbps_60fps_Main_at_L4_444.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939257,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_8bit_444_X11-M-004,,"H265 444 Video Rendering- Profile: Main@L5.1, Bitrate: 15MBPS, Framerate: 60 fps, Format: H265, Width: 3840, Height: 2160",,--desktop xterm_4k --video_id GSTMSDK_REN_TGL-H265-444-007 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_Videos/444/Bunny_3840x2160_15mbps_60fps_Main_at_L5.1_444.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939257,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_H265_10bit_422_X11,M,,No,Test Set 25,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_422_X11-M,,GST MSDK Rendering H265 10bit 422 X11,To validate the hardware accelerated decode of H265 10-bit 422 for GST MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 25,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_422_X11-M-001,,"H265 10bit 422 Video Rendering- Profile: Main@L3, Bitrate: 2MBPS, Framerate: 60 fps, Format: H265, Width: 640, Height: 320",,--desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-10bit-422-001 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_10bit_Videos/422/Canal_640x320_2mbps_60fps_Main_at_L3_10bit_422.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939259,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_422_X11-M-002,,"H265 10bit 422 Video Rendering- Profile: Main@L3.1, Bitrate: 3MBPS, Framerate: 60 fps, Format: H265, Width: 800, Height: 600",,--desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-10bit-422-004 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_10bit_Videos/422/GoneGirl_800x600_3mbps_60fps_Main_at_L3.1_10bit_422.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939259,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_422_X11-M-003,,"H265 10bit 422 Video Rendering- Profile: Main@L4.1, Bitrate: 4MBPS, Framerate: 60 fps, Format: H265, Width: 1920, Height: 1080",,--desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-10bit-422-005 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_10bit_Videos/422/Elecard2_1920x1080_4mbps_60fps_Main_at_L4.1_10bit_422.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939259,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_422_X11-M-004,,"H265 10bit 422 Video Rendering- Profile: Main@L5, Bitrate: 12MBPS, Framerate: 30 fps, Format: H265, Width: 3840, Height: 2160",,--desktop xterm_4k --video_id GSTMSDK_REN_TGL-H265-10bit-422-008 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_10bit_Videos/422/Fireworks_3840x2160_12mbps_30fps_Main_at_L5.0_10bit_422.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939259,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_H265_10bit_444_X11,M,,No,Test Set 26,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_444_X11-M,,GST MSDK Rendering H265 10bit 444 X11,To validate the hardware accelerated decode of H265 10-bit 444 for GST MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 26,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_444_X11-M-001,,"H265 10bit 444 Video Rendering- Profile: Main@L3, Bitrate: 2MBPS, Framerate: 60 fps, Format: H265, Width: 640, Height: 320",,--desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-10bit-444-001 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_10bit_Videos/444/Canal_640x320_2mbps_60fps_Main_at_L3_10bit_444.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939260,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_444_X11-M-002,,"H265 10bit 444 Video Rendering- Profile: Main@L3.1, Bitrate: 3MBPS, Framerate: 60 fps, Format: H265, Width: 800, Height: 600",,--desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-10bit-444-004 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_10bit_Videos/444/GoneGirl_800x600_3mbps_60fps_Main_at_L3.1_10bit_444.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939260,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_444_X11-M-003,,"H265 10bit 444 Video Rendering- Profile: Main@L4.1, Bitrate: 4MBPS, Framerate: 60 fps, Format: H265, Width: 1920, Height: 1080",,--desktop xterm_1080 --video_id GSTMSDK_REN_TGL-H265-10bit-444-005 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_10bit_Videos/444/Elecard2_1920x1080_4mbps_60fps_Main_at_L4.1_10bit_444.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939260,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_H265_10bit_444_X11-M-004,,"H265 10bit 444 Video Rendering- Profile: Main@L5, Bitrate: 12MBPS, Framerate: 30 fps, Format: H265, Width: 3840, Height: 2160",,--desktop xterm_4k --video_id GSTMSDK_REN_TGL-H265-10bit-444-008 --ip_address $ip -$gen -ehl,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/H265_10bit_Videos/444/Fireworks_3840x2160_12mbps_30fps_Main_at_L5.0_10bit_444.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939260,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_REN_VP9_8bit_444_X11,M,,No,Test Set 27,LIN_MEDIA-FGST_MSDK_REN_VP9_8bit_444_X11-M,,GST MSDK Rendering VP9 8bit 444 X11,To validate the hardware accelerated decode of VP9 8-bit 444 for GST MSDK with specific FPS and resolution in X11,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Run the Gstreamer with MSDK Plugin for rendering with its required parameters
2. Playback the videos","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 27,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_8bit_444_X11-M-001,,"VP9 444 Video Rendering- Framerate: 60 fps, Format: VP9, Width: 1280, Height: 720",, --desktop xterm_1080 --video_id GSTMSDK_REN_TGL-VP9-444-001 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/VP9_Videos/444/Puppies_1280x720_5mbps_60fps_444.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939267,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_8bit_444_X11-M-002,,"VP9 444 Video Rendering- Framerate: 60 fps, Format: VP9, Width: 1920, Height: 1080",, --desktop xterm_1080 --video_id GSTMSDK_REN_TGL-VP9-444-002 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/VP9_Videos/444/Solar_1920x1080_6mps_60fps_444.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939267,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_REN_VP9_8bit_444_X11-M-003,,"VP9 444 Video Rendering- Framerate: 60 fps, Format: VP9, Width: 2560, Height: 1440",, --desktop xterm_4k --video_id GSTMSDK_REN_TGL-VP9-444-003 --ip_address $ip -$gen -ehl ,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. Start X
2. gst-launch-1.0 filesrc location=/media/VP9_Videos/444/Fireworks_2560x1440_8mbps_60fps_444.webm ! matroskademux ! msdkvp9dec ! msdkvpp ! glimagesink","1.	Video FPS does not drop.
2.	Video playback is smooth.
3.	Video playback has no corruption.
4.	System does not hang or freeze.",,,5,0,,,939267,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
